Date,Value
2006-11-23,98.348
2006-11-22,98.3947
2006-11-21,98.2045
2006-11-20,98.2328
2006-11-17,98.1706
2006-11-16,98.7684
2006-11-15,98.5408
2006-11-14,98.6856
2006-11-13,98.7975
2006-11-10,99.0608
2006-11-09,98.4456
2006-11-08,98.4119
2006-11-07,98.4327
2006-11-06,98.1421
2006-11-03,98.3265
2006-11-02,98.3854
2006-11-01,98.2058
2006-10-31,97.2768
2006-10-30,97.1674
2006-10-27,97.5409
2006-10-26,97.9504
2006-10-25,97.5062
2006-10-24,96.7725
2006-10-23,96.3429
2006-10-20,96.42
2006-10-19,96.0755
2006-10-18,95.6469
2006-10-17,95.6147
2006-10-16,96.0105
2006-10-13,96.4191
2006-10-12,96.0118
2006-10-11,96.3731
2006-10-10,96.9565
2006-10-09,96.7396
2006-10-06,96.3927
2006-10-05,96.9509
2006-10-04,96.9213
2006-10-03,97.2164
2006-10-02,97.5472
2006-09-29,98.5866
2006-09-28,99.0072
2006-09-27,98.4774
2006-09-26,97.8332
2006-09-25,97.1583
2006-09-22,97.0141
2006-09-21,97.6409
2006-09-20,98.0473
2006-09-19,98.3985
2006-09-18,97.9452
2006-09-15,98.0496
2006-09-14,97.878
2006-09-13,96.9632
2006-09-12,97.9197
2006-09-11,98.0026
2006-09-08,98.6689
2006-09-07,98.9531
2006-09-06,99.9989
2006-09-05,100.1451
2006-09-04,100.0665
2006-09-01,100.3764
2006-08-31,100.8285
2006-08-30,100.4948
2006-08-29,100.8325
2006-08-25,101.0078
2006-08-24,100.5773
2006-08-23,100.9232
2006-08-22,101.1543
2006-08-21,101.369
2006-08-18,100.9378
2006-08-17,100.7902
2006-08-16,100.9923
2006-08-15,101.4328
2006-08-14,101.3803
2006-08-11,101.7943
2006-08-10,102.1406
2006-08-09,102.407
2006-08-08,102.689
2006-08-07,102.9514
2006-08-04,103.0458
2006-08-03,103.372
2006-08-02,103.2197
2006-08-01,103.2817
2006-07-31,103.3318
2006-07-28,103.22
2006-07-27,103.0013
2006-07-26,102.4907
2006-07-25,102.3794
2006-07-24,102.2302
2006-07-21,102.6356
2006-07-20,102.4008
2006-07-19,102.0257
2006-07-18,102.4558
2006-07-17,102.6354
2006-07-14,102.7633
2006-07-13,102.5273
2006-07-12,102.3045
2006-07-11,101.8418
2006-07-10,101.7237
2006-07-07,102.1663
2006-07-06,102.4553
2006-07-05,102.3622
2006-07-04,102.1756
2006-07-03,102.3875
2006-06-30,102.3685
2006-06-29,102.8781
2006-06-28,102.8247
2006-06-27,102.6159
2006-06-26,102.52
2006-06-23,102.6321
2006-06-22,102.0697
2006-06-21,102.2385
2006-06-20,102.7418
2006-06-19,103.3351
2006-06-16,103.6659
2006-06-15,103.7671
2006-06-14,103.3877
2006-06-13,103.805
2006-06-12,104.2311
2006-06-09,104.147
2006-06-08,103.6828
2006-06-07,104.1647
2006-06-06,104.7464
2006-06-05,104.9443
2006-06-02,104.5449
2006-06-01,104.4422
2006-05-31,104.4045
2006-05-30,103.9012
2006-05-26,103.9426
2006-05-25,104.027
2006-05-24,103.9487
2006-05-23,103.8995
2006-05-22,104.1192
2006-05-19,104.2591
2006-05-18,104.1528
2006-05-17,104.1082
2006-05-16,104.0599
2006-05-15,104.5432
2006-05-12,105.2266
2006-05-11,104.8923
2006-05-10,104.6881
2006-05-09,104.2262
2006-05-08,104.2887
2006-05-05,104.4034
2006-05-04,105.0078
2006-05-03,104.972
2006-05-02,104.6557
2006-04-28,104.6297
2006-04-27,104.4247
2006-04-26,104.4673
2006-04-25,103.5974
2006-04-24,103.5502
2006-04-21,103.6909
2006-04-20,104.1352
2006-04-19,104.1157
2006-04-18,103.3043
2006-04-13,103.1746
2006-04-12,103.3816
2006-04-11,103.6453
2006-04-10,103.4404
2006-04-07,103.1664
2006-04-06,103.0933
2006-04-05,103.0282
2006-04-04,103.3054
2006-04-03,102.9872
2006-03-31,102.463
2006-03-30,102.009
2006-03-29,101.8331
2006-03-28,102.1778
2006-03-27,101.7906
2006-03-24,101.6571
2006-03-23,101.6255
2006-03-22,102.0129
2006-03-21,102.062
2006-03-20,102.2097
2006-03-17,101.7518
2006-03-16,101.452
2006-03-15,101.7136
2006-03-14,101.7523
2006-03-13,101.5888
2006-03-10,101.4561
2006-03-09,100.816
2006-03-08,101.1041
2006-03-07,101.5055
2006-03-06,101.6767
2006-03-03,101.2786
2006-03-02,100.9279
2006-03-01,100.9676
2006-02-28,100.46
2006-02-27,100.5984
2006-02-24,100.3453
2006-02-23,100.5805
2006-02-22,100.1784
2006-02-21,100.5504
2006-02-20,100.3091
2006-02-17,100.4417
2006-02-16,99.7657
2006-02-15,99.2008
2006-02-14,99.1413
2006-02-13,99.6383
2006-02-10,99.8946
2006-02-09,100.761
2006-02-08,100.4675
2006-02-07,100.4137
2006-02-06,100.4673
2006-02-03,100.5889
2006-02-02,100.5769
2006-02-01,100.13
2006-01-31,100.0042
2006-01-30,99.4335
2006-01-27,100.049
2006-01-26,100.3312
2006-01-25,100.8311
2006-01-24,100.7199
2006-01-23,100.4899
2006-01-20,100.1119
2006-01-19,99.571
2006-01-18,99.3237
2006-01-17,99.8521
2006-01-16,100.2882
2006-01-13,100.3846
2006-01-12,100.1226
2006-01-11,100.6374
2006-01-10,101.1965
2006-01-09,101.8072
2006-01-06,102.1603
2006-01-05,101.9622
2006-01-04,101.9469
2006-01-03,101.6954
2005-12-30,101.162
2005-12-29,100.9002
2005-12-28,100.6879
2005-12-23,100.5315
2005-12-22,100.5567
2005-12-21,100.3384
2005-12-20,100.3856
2005-12-19,101.0372
2005-12-16,101.3599
2005-12-15,101.6704
2005-12-14,101.7814
2005-12-13,101.7945
2005-12-12,102.0132
2005-12-09,101.8537
2005-12-08,101.8986
2005-12-07,101.7814
2005-12-06,101.4424
2005-12-05,102.5732
2005-12-02,101.8867
2005-12-01,101.5407
2005-11-30,101.9896
2005-11-29,102.0717
2005-11-28,102.5511
2005-11-25,102.7618
2005-11-24,102.7197
2005-11-23,102.8424
2005-11-22,102.966
2005-11-21,102.642
2005-11-18,102.9314
2005-11-17,103.1182
2005-11-16,103.6731
2005-11-15,103.7178
2005-11-14,103.8595
2005-11-11,104.1872
2005-11-10,104.5233
2005-11-09,104.4242
2005-11-08,103.8193
2005-11-07,103.8873
2005-11-04,103.8526
2005-11-03,103.995
2005-11-02,104.271
2005-11-01,104.3142
2005-10-31,104.0339
2005-10-28,103.9439
2005-10-27,103.8947
2005-10-26,103.7843
2005-10-25,103.4896
2005-10-24,103.5482
2005-10-21,103.8721
2005-10-20,103.9578
2005-10-19,103.7429
2005-10-18,103.5723
2005-10-17,103.7683
2005-10-14,103.8135
2005-10-13,103.2526
2005-10-12,103.4906
2005-10-11,103.1721
2005-10-10,102.6418
2005-10-07,102.4486
2005-10-06,102.3682
2005-10-05,102.3192
2005-10-04,102.0569
2005-10-03,102.4379
2005-09-30,102.5997
2005-09-29,103.1355
2005-09-28,103.2126
2005-09-27,103.193
2005-09-26,103.2007
2005-09-23,103.6222
2005-09-22,103.6271
2005-09-21,103.4783
2005-09-20,103.634
2005-09-19,103.4547
2005-09-16,103.6548
2005-09-15,103.6441
2005-09-14,103.4318
2005-09-13,103.2276
2005-09-12,103.2786
2005-09-09,103.7293
2005-09-08,103.5829
2005-09-07,103.6911
2005-09-06,103.4072
2005-09-05,103.4066
2005-09-02,103.9095
2005-09-01,103.7174
2005-08-31,103.0244
2005-08-30,102.0749
2005-08-26,101.8869
2005-08-25,101.9903
2005-08-24,101.5552
2005-08-23,101.1919
2005-08-22,101.2989
2005-08-19,100.9705
2005-08-18,101.5969
2005-08-17,101.9937
2005-08-16,101.6206
2005-08-15,101.6661
2005-08-12,102.6451
2005-08-11,102.779
2005-08-10,102.6438
2005-08-09,102.6645
2005-08-08,102.554
2005-08-05,102.8192
2005-08-04,103.2395
2005-08-03,103.4521
2005-08-02,103.2356
2005-08-01,103.3096
2005-07-29,103.0419
2005-07-28,102.4369
2005-07-27,102.2877
2005-07-26,102.4817
2005-07-25,102.315
2005-07-22,101.8762
2005-07-21,101.7348
2005-07-20,101.8534
2005-07-19,101.0355
2005-07-18,101.2454
2005-07-15,101.8194
2005-07-14,102.0869
2005-07-13,102.4966
2005-07-12,102.5514
2005-07-11,102.5674
2005-07-08,102.5998
2005-07-07,102.2977
2005-07-06,101.797
2005-07-05,102.0235
2005-07-04,102.4357
2005-07-01,102.4673
2005-06-30,102.0852
2005-06-29,102.0024
2005-06-28,101.2332
2005-06-27,101.3657
2005-06-24,101.2501
2005-06-23,101.132
2005-06-22,102.01
2005-06-21,102.1913
2005-06-20,102.1353
2005-06-17,101.6022
2005-06-16,102.0163
2005-06-15,101.6849
2005-06-14,101.8437
2005-06-13,102.2909
2005-06-10,102.3426
2005-06-09,101.7292
2005-06-08,101.5419
2005-06-07,102.0881
2005-06-06,102.1465
2005-06-03,101.7663
2005-06-02,101.6106
2005-06-01,101.6933
2005-05-31,101.6829
2005-05-27,101.3973
2005-05-26,101.3762
2005-05-25,100.5237
2005-05-24,100.0495
2005-05-23,99.7675
2005-05-20,99.669
2005-05-19,99.8853
2005-05-18,100.0647
2005-05-17,100.0439
2005-05-16,100.1346
2005-05-13,100.0831
2005-05-12,100.1283
2005-05-11,100.333
2005-05-10,100.0576
2005-05-09,99.691
2005-05-06,99.6501
2005-05-05,99.8832
2005-05-04,99.9189
2005-05-03,99.8241
2005-04-29,99.696
2005-04-28,99.4506
2005-04-27,99.7977
2005-04-26,99.5594
2005-04-25,99.5036
2005-04-22,99.5957
2005-04-21,99.7362
2005-04-20,99.2778
2005-04-19,99.0092
2005-04-18,99.1282
2005-04-15,98.6275
2005-04-14,98.3858
2005-04-13,98.7014
2005-04-12,99.1888
2005-04-11,99.2013
2005-04-08,99.2582
2005-04-07,99.4587
2005-04-06,99.3148
2005-04-05,99.3693
2005-04-04,99.0528
2005-04-01,99.0919
2005-03-31,99.0016
2005-03-30,99.2124
2005-03-29,98.8787
2005-03-24,99.0216
2005-03-23,99.3942
2005-03-22,99.6396
2005-03-21,99.971
2005-03-18,100.1706
2005-03-17,100.1232
2005-03-16,99.7753
2005-03-15,99.501
2005-03-14,99.8172
2005-03-11,99.8255
2005-03-10,99.7367
2005-03-09,99.2316
2005-03-08,99.2645
2005-03-07,99.0253
2005-03-04,98.6376
2005-03-03,98.7118
2005-03-02,98.7387
2005-03-01,98.999
2005-02-28,98.8089
2005-02-25,98.3553
2005-02-24,98.5694
2005-02-23,98.7535
2005-02-22,98.4275
2005-02-21,98.1604
2005-02-18,97.9911
2005-02-17,96.9597
2005-02-16,97.0045
2005-02-15,96.5853
2005-02-14,96.4129
2005-02-11,96.0652
2005-02-10,96.0737
2005-02-09,96.6208
2005-02-08,96.5622
2005-02-07,96.8862
2005-02-04,97.5829
2005-02-03,97.9431
2005-02-02,98.2033
2005-02-01,98.0024
2005-01-31,97.9722
2005-01-28,98.2467
2005-01-27,98.2396
2005-01-26,98.2727
2005-01-25,98.7683
2005-01-24,98.9059
2005-01-21,98.8201
2005-01-20,98.7265
2005-01-19,99.1681
2005-01-18,99.2759
2005-01-17,99.0933
2005-01-14,99.1161
2005-01-13,99.3391
2005-01-12,99.2336
2005-01-11,99.1231
2005-01-10,98.7007
2005-01-07,98.6181
2005-01-06,98.4985
2005-01-05,98.4402
2005-01-04,98.4999
2004-12-31,99.2449
2004-12-30,99.0265
2004-12-29,98.7491
2004-12-24,98.5034
2004-12-23,98.6055
2004-12-22,98.2253
2004-12-21,98.3747
2004-12-20,98.4311
2004-12-17,98.7514
2004-12-16,99.0852
2004-12-15,98.9378
2004-12-14,98.6441
2004-12-13,98.7975
2004-12-10,98.8058
2004-12-09,98.2415
2004-12-08,98.7755
2004-12-07,99.5517
2004-12-06,99.6175
2004-12-03,99.3444
2004-12-02,99.0666
2004-12-01,99.4612
2004-11-30,99.6687
2004-11-29,100.1475
2004-11-26,99.9665
2004-11-25,99.95
2004-11-24,99.5058
2004-11-23,99.2466
2004-11-22,99.1819
2004-11-19,99.4531
2004-11-18,99.6073
2004-11-17,99.8701
2004-11-16,100.1002
2004-11-15,99.9688
2004-11-12,99.8364
2004-11-11,99.6088
2004-11-10,99.1534
2004-11-09,98.7223
2004-11-08,98.5907
2004-11-05,99.0906
2004-11-04,99.5014
2004-11-03,98.9803
2004-11-02,98.7507
2004-11-01,99.4372
2004-10-29,99.4155
2004-10-28,99.2065
2004-10-27,99.1165
2004-10-26,98.5175
2004-10-25,98.4077
2004-10-22,98.5296
2004-10-21,98.1747
2004-10-20,98.2794
2004-10-19,98.065
2004-10-18,98.3231
2004-10-15,98.4029
2004-10-14,98.5182
2004-10-13,98.1886
2004-10-12,98.2546
2004-10-11,97.9242
2004-10-08,97.2434
2004-10-07,97.4188
2004-10-06,97.3497
2004-10-05,97.3574
2004-10-04,97.0675
2004-10-01,97.1918
2004-09-30,96.4536
2004-09-29,96.4012
2004-09-28,96.6044
2004-09-27,96.0706
2004-09-24,96.258
2004-09-23,96.5463
2004-09-22,96.0551
2004-09-21,95.6536
2004-09-20,95.7258
2004-09-17,95.4339
2004-09-16,95.3075
2004-09-15,95.7819
2004-09-14,96.0136
2004-09-13,96.4659
2004-09-10,96.6749
2004-09-09,97.0368
2004-09-08,96.4477
2004-09-07,96.3928
2004-09-06,96.3577
2004-09-03,96.5621
2004-09-02,96.6516
2004-09-01,96.2455
2004-08-31,91.6381
2004-08-27,95.9205
2004-08-26,96.2567
2004-08-25,96.5143
2004-08-24,96.8277
2004-08-23,97.3677
2004-08-20,97.7394
2004-08-19,97.4729
2004-08-18,96.9839
2004-08-17,97.2288
2004-08-16,97.6101
2004-08-13,97.3423
2004-08-12,96.8936
2004-08-11,96.6265
2004-08-10,96.613
2004-08-09,97.006
2004-08-06,96.3336
2004-08-05,95.879
2004-08-04,95.4874
2004-08-03,94.9986
2004-08-02,95.1237
2004-07-30,95.2561
2004-07-29,95.0071
2004-07-28,95.0649
2004-07-27,94.5302
2004-07-26,94.4716
2004-07-23,94.5578
2004-07-22,94.6964
2004-07-21,94.6907
2004-07-20,94.8275
2004-07-19,94.9813
2004-07-16,94.8047
2004-07-15,94.6179
2004-07-14,94.7672
2004-07-13,94.9156
2004-07-12,95.3423
2004-07-09,95.1123
2004-07-08,95.0202
2004-07-07,95.3237
2004-07-06,95.1919
2004-07-05,94.9171
2004-07-02,94.6536
2004-07-01,94.7877
2004-06-30,95.2793
2004-06-29,95.8361
2004-06-28,96.2587
2004-06-25,96.6811
2004-06-24,95.6704
2004-06-23,95.7148
2004-06-22,96.077
2004-06-21,95.7084
2004-06-18,95.6897
2004-06-17,95.7893
2004-06-16,96.2507
2004-06-15,96.5691
2004-06-14,96.4111
2004-06-11,96.4813
2004-06-10,96.9035
2004-06-09,97.8561
2004-06-08,97.9477
2004-06-07,98.1949
2004-06-04,98.0498
2004-06-03,98.0052
2004-06-02,98.0261
2004-06-01,98.0436
2004-05-28,97.9561
2004-05-27,97.8389
2004-05-26,97.8048
2004-05-25,97.5993
2004-05-24,97.4148
2004-05-21,97.4215
2004-05-20,97.1365
2004-05-19,97.0611
2004-05-18,97.1451
2004-05-17,97.5213
2004-05-14,98.0158
2004-05-13,98.1382
2004-05-12,97.9915
2004-05-11,97.5425
2004-05-10,98.4148
2004-05-07,98.7078
2004-05-06,98.6702
2004-05-05,98.3624
2004-05-04,97.8001
2004-04-30,97.6527
2004-04-29,97.9671
2004-04-28,97.6126
2004-04-27,97.1492
2004-04-26,96.5919
2004-04-23,96.9618
2004-04-22,97.2888
2004-04-21,96.8974
2004-04-20,96.4783
2004-04-19,96.669
2004-04-16,96.9079
2004-04-15,96.8909
2004-04-14,96.7415
2004-04-13,96.2549
2004-04-08,95.7218
2004-04-07,95.6613
2004-04-06,95.4129
2004-04-05,95.5056
2004-04-02,95.1057
2004-04-01,95.396
2004-03-31,95.3097
2004-03-30,95.3085
2004-03-29,95.3047
2004-03-26,94.9411
2004-03-25,95.1232
2004-03-24,95.5658
2004-03-23,95.4007
2004-03-22,95.4969
2004-03-19,95.0082
2004-03-18,94.6613
2004-03-17,95.1656
2004-03-16,95.5339
2004-03-15,95.2331
2004-03-12,95.1562
2004-03-11,94.2128
2004-03-10,93.0555
2004-03-09,93.9942
2004-03-08,93.321
2004-03-05,93.1197
2004-03-04,92.6716
2004-03-03,93.168
2004-03-02,92.8789
2004-03-01,92.8941
2004-02-27,92.3397
2004-02-26,91.7926
2004-02-25,91.5739
2004-02-24,91.7654
2004-02-23,91.8547
2004-02-20,91.91
2004-02-19,91.5275
2004-02-18,91.8072
2004-02-17,92.1691
2004-02-16,91.5154
2004-02-13,91.674
2004-02-12,91.4184
2004-02-11,91.2352
2004-02-10,91.6406
2004-02-09,93.0626
2004-02-06,92.3429
2004-02-05,92.4295
2004-02-04,92.5297
2004-02-03,92.5829
2004-02-02,93.0803
2004-01-30,92.6554
2004-01-29,92.0503
2004-01-28,92.865
2004-01-27,93.8469
2004-01-26,94.0288
2004-01-23,94.108
2004-01-22,94.1922
2004-01-21,94.2385
2004-01-20,94.0495
2004-01-19,93.935
2004-01-16,93.7288
2004-01-15,94.3355
2004-01-14,94.9714
2004-01-13,94.8548
2004-01-12,94.2283
2004-01-09,93.9265
2004-01-08,93.5447
2004-01-07,94.1695
2004-01-06,94.8337
2004-01-05,96.0127
2004-01-02,96.5562
2003-12-31,96.6114
2003-12-30,96.1547
2003-12-29,95.9849
2003-12-24,96.1616
2003-12-23,96.6651
2003-12-22,96.9118
2003-12-19,97.1059
2003-12-18,96.5068
2003-12-17,97.076
2003-12-16,98.1997
2003-12-15,98.148
2003-12-12,98.4085
2003-12-11,98.3354
2003-12-10,98.8777
2003-12-09,98.9753
2003-12-08,99.1796
2003-12-05,99.3951
2003-12-04,99.3841
2003-12-03,98.9486
2003-12-02,98.465
2003-12-01,98.2875
2003-11-28,98.2681
2003-11-27,98.2115
2003-11-26,98.3669
2003-11-25,98.126
2003-11-24,97.9362
2003-11-21,98.1741
2003-11-20,98.1432
2003-11-19,98.2258
2003-11-18,97.7125
2003-11-17,97.6006
2003-11-14,97.458
2003-11-13,97.4321
2003-11-12,97.5253
2003-11-11,97.0138
2003-11-10,96.8223
2003-11-07,96.5491
2003-11-06,96.4887
2003-11-05,96.4246
2003-11-04,96.5636
2003-11-03,96.6845
2003-10-31,97.1565
2003-10-30,97.1721
2003-10-29,97.0853
2003-10-28,97.0953
2003-10-27,97.0239
2003-10-24,97.1122
2003-10-23,97.1362
2003-10-22,97.2023
2003-10-21,96.7339
2003-10-20,96.5491
2003-10-17,96.6594
2003-10-16,96.79
2003-10-15,96.7197
2003-10-14,96.7361
2003-10-13,97.0427
2003-10-10,97.5006
2003-10-09,97.1062
2003-10-08,97.4629
2003-10-07,97.403
2003-10-06,97.8763
2003-10-03,97.9471
2003-10-02,97.8924
2003-10-01,97.6747
2003-09-30,97.4983
2003-09-29,98.411
2003-09-26,98.3407
2003-09-25,98.6851
2003-09-24,98.9772
2003-09-23,98.45
2003-09-22,97.8442
2003-09-19,97.9345
2003-09-18,97.9958
2003-09-17,97.6049
2003-09-16,96.8596
2003-09-15,97.1037
2003-09-12,96.987
2003-09-11,96.5999
2003-09-10,96.6022
2003-09-09,96.7855
2003-09-08,96.7895
2003-09-05,96.8095
2003-09-04,96.7776
2003-09-03,96.4863
2003-09-02,96.4636
2003-09-01,96.8257
2003-08-29,96.8841
2003-08-28,96.2056
2003-08-27,95.6618
2003-08-26,95.7775
2003-08-22,95.9889
2003-08-21,96.2677
2003-08-20,96.6762
2003-08-19,96.4398
2003-08-18,96.3871
2003-08-15,96.8326
2003-08-14,96.8121
2003-08-13,96.8506
2003-08-12,97.4686
2003-08-11,97.8361
2003-08-08,98.3355
2003-08-07,98.6047
2003-08-06,98.4773
2003-08-05,98.0827
2003-08-04,98.3257
2003-08-01,98.2217
2003-07-31,98.6046
2003-07-30,98.2118
2003-07-29,97.7109
2003-07-28,97.9527
2003-07-25,98.5295
2003-07-24,97.4801
2003-07-23,97.2678
2003-07-22,96.5477
2003-07-21,96.5268
2003-07-18,96.5422
2003-07-17,96.0296
2003-07-16,95.9668
2003-07-15,96.1101
2003-07-14,96.1479
2003-07-11,96.4212
2003-07-10,96.4561
2003-07-09,96.6337
2003-07-08,96.9782
2003-07-07,96.6287
2003-07-04,96.9539
2003-07-03,97.0809
2003-07-02,97.527
2003-07-01,97.3881
2003-06-30,97.0298
2003-06-27,96.9956
2003-06-26,96.8988
2003-06-25,97.1428
2003-06-24,98.0448
2003-06-23,98.2296
2003-06-20,98.2167
2003-06-19,98.663
2003-06-18,98.3014
2003-06-17,98.2561
2003-06-16,98.2107
2003-06-13,98.5041
2003-06-12,98.2647
2003-06-11,98.1111
2003-06-10,98.4016
2003-06-09,98.9025
2003-06-06,98.9798
2003-06-05,99.1469
2003-06-04,100.074
2003-06-03,100.871
2003-06-02,102.485
2003-05-30,102.8478
2003-05-29,102.7149
2003-05-28,102.6071
2003-05-27,102.9811
2003-05-23,102.9444
2003-05-22,102.5984
2003-05-21,102.8633
2003-05-20,101.9363
2003-05-19,101.5168
2003-05-16,102.5898
2003-05-15,102.3394
2003-05-14,102.2512
2003-05-13,102.2334
2003-05-12,102.4714
2003-05-09,102.3479
2003-05-08,102.281
2003-05-07,102.1273
2003-05-06,101.9713
2003-05-02,101.8183
2003-05-01,102.2661
2003-04-30,102.4352
2003-04-29,102.3943
2003-04-28,102.8629
2003-04-25,102.2918
2003-04-24,101.9919
2003-04-23,101.6394
2003-04-22,101.6136
2003-04-17,101.4013
2003-04-16,101.5634
2003-04-15,101.4168
2003-04-14,100.9366
2003-04-11,100.9306
2003-04-10,100.801
2003-04-09,101.9845
2003-04-08,101.9806
2003-04-07,102.367
2003-04-04,102.3294
2003-04-03,101.6752
2003-04-02,101.7771
2003-04-01,101.3605
2003-03-31,100.7538
2003-03-28,100.7162
2003-03-27,101.1066
2003-03-26,101.1431
2003-03-25,101.4559
2003-03-24,100.8197
2003-03-21,100.4327
2003-03-20,100.482
2003-03-19,100.4415
2003-03-18,100.5772
2003-03-17,101.6777
2003-03-14,102.2071
2003-03-13,101.7935
2003-03-12,101.6235
2003-03-11,100.8813
2003-03-10,100.5381
2003-03-07,100.1754
2003-03-06,101.6121
2003-03-05,102.8261
2003-03-04,102.3816
2003-03-03,102.4336
2003-02-28,102.8661
2003-02-27,102.1568
2003-02-26,103.7983
2003-02-25,103.9468
2003-02-24,104.5438
2003-02-21,105.0695
2003-02-20,105.4903
2003-02-19,105.2134
2003-02-18,105.1952
2003-02-17,105.2293
2003-02-14,105.2713
2003-02-13,105.3842
2003-02-12,105.8783
2003-02-11,105.9619
2003-02-10,106.0968
2003-02-07,105.7443
2003-02-06,105.5703
2003-02-05,105.0533
2003-02-04,105.5628
2003-02-03,105.7137
2003-01-31,106.0593
2003-01-30,106.5867
2003-01-29,106.1123
2003-01-28,106.0879
2003-01-27,106.2011
2003-01-24,106.4365
2003-01-23,106.3844
2003-01-22,107.097
2003-01-21,106.8826
2003-01-20,107.9187
2003-01-17,108.3891
2003-01-16,108.4453
2003-01-15,108.0019
2003-01-14,107.5419
2003-01-13,107.7494
2003-01-10,108.876
2003-01-09,108.4976
2003-01-08,108.4345
2003-01-07,108.4892
2003-01-06,108.4043
2003-01-03,108.2558
2003-01-02,107.9071
2002-12-31,108.0871
2002-12-30,108.0225
2002-12-27,107.6497
2002-12-24,107.854
2002-12-23,107.7441
2002-12-20,107.4053
2002-12-19,107.2644
2002-12-18,107.0992
2002-12-17,107.1775
2002-12-16,107.1302
2002-12-13,106.7157
2002-12-12,106.6063
2002-12-11,106.0845
2002-12-10,106.5535
2002-12-09,106.6313
2002-12-06,107.284
2002-12-05,106.9482
2002-12-04,107.1276
2002-12-03,107.1188
2002-12-02,107.1228
2002-11-29,107.1612
2002-11-28,106.6851
2002-11-27,106.8079
2002-11-26,106.7767
2002-11-25,106.2856
2002-11-22,106.3187
2002-11-21,106.2576
2002-11-20,106.2691
2002-11-19,106.3647
2002-11-18,106.5808
2002-11-15,106.5881
2002-11-14,106.4201
2002-11-13,106.3808
2002-11-12,106.3691
2002-11-11,106.7436
2002-11-08,106.6344
2002-11-07,106.1915
2002-11-06,105.7394
2002-11-05,105.9388
2002-11-04,105.8586
2002-11-01,105.595
2002-10-31,105.4584
2002-10-30,105.1679
2002-10-29,105.0291
2002-10-28,105.2502
2002-10-25,105.3989
2002-10-24,105.1296
2002-10-23,105.2173
2002-10-22,104.7853
2002-10-21,104.9451
2002-10-18,104.732
2002-10-17,104.7544
2002-10-16,105.8495
2002-10-15,106.4279
2002-10-14,106.6801
2002-10-11,106.6207
2002-10-10,106.7174
2002-10-09,106.661
2002-10-08,106.7896
2002-10-07,106.4735
2002-10-04,106.3582
2002-10-03,106.2095
2002-10-02,106.2036
2002-10-01,106.1735
2002-09-30,106.0853
2002-09-27,105.7548
2002-09-26,105.9906
2002-09-25,105.8441
2002-09-24,105.9665
2002-09-23,105.6344
2002-09-20,105.1657
2002-09-19,105.7518
2002-09-18,105.5643
2002-09-17,105.375
2002-09-16,105.3929
2002-09-13,105.6283
2002-09-12,105.535
2002-09-11,105.0085
2002-09-10,104.8398
2002-09-09,105.3375
2002-09-06,105.5567
2002-09-05,105.4795
2002-09-04,105.1835
2002-09-03,104.8198
2002-09-02,104.9478
2002-08-30,105.112
2002-08-29,104.9866
2002-08-28,105.1867
2002-08-27,104.9909
2002-08-23,104.7183
2002-08-22,104.9409
2002-08-21,105.1521
2002-08-20,105.7485
2002-08-19,105.3467
2002-08-16,105.19
2002-08-15,104.4642
2002-08-14,104.342
2002-08-13,104.5103
2002-08-12,104.1364
2002-08-09,104.0633
2002-08-08,103.9632
2002-08-07,103.4245
2002-08-06,103.2139
2002-08-05,103.5849
2002-08-02,103.6823
2002-08-01,103.4351
2002-07-31,104.0775
2002-07-30,104.5188
2002-07-29,103.0282
2002-07-26,103.1224
2002-07-25,102.9957
2002-07-24,102.7504
2002-07-23,103.1486
2002-07-22,104.6368
2002-07-19,105.343
2002-07-18,105.5726
2002-07-17,105.6961
2002-07-16,105.9108
2002-07-15,105.8723
2002-07-12,106.0458
2002-07-11,106.7914
2002-07-10,106.787
2002-07-09,106.5622
2002-07-08,106.46
2002-07-05,106.177
2002-07-04,106.0164
2002-07-03,105.7984
2002-07-02,105.3962
2002-07-01,104.9298
2002-06-28,104.9186
2002-06-27,105.0554
2002-06-26,105.3415
2002-06-25,105.4949
2002-06-24,105.0687
2002-06-21,105.1285
2002-06-20,105.1154
2002-06-19,104.9665
2002-06-18,104.3837
2002-06-17,104.0631
2002-06-14,103.9927
2002-06-13,104.3846
2002-06-12,104.4453
2002-06-11,104.2414
2002-06-10,104.2946
2002-06-07,104.2251
2002-06-06,104.5594
2002-06-05,104.5416
2002-05-31,103.0547
2002-05-30,103.795
2002-05-29,104.2904
2002-05-28,104.3561
2002-05-27,103.6486
2002-05-24,103.5006
2002-05-23,103.1996
2002-05-22,102.9137
2002-05-21,102.1353
2002-05-20,102.2671
2002-05-17,102.004
2002-05-16,102.0572
2002-05-15,101.9188
2002-05-14,101.8321
2002-05-13,102.1809
2002-05-10,101.8638
2002-05-09,101.8524
2002-05-08,101.6071
2002-05-07,101.3079
2002-05-03,101.7258
2002-05-02,101.6216
2002-05-01,101.5129
2002-04-30,101.408
2002-04-29,101.2299
2002-04-26,101.2876
2002-04-25,100.933
2002-04-24,100.5487
2002-04-23,100.7273
2002-04-22,100.5433
2002-04-19,100.5263
2002-04-18,100.2136
2002-04-17,100.0856
2002-04-16,100.0349
2002-04-15,100.1056
2002-04-12,100.1798
2002-04-11,100.1463
2002-04-10,99.7412
2002-04-09,99.77
2002-04-08,99.7993
2002-04-05,99.5709
